threshold,precision,recall,specificity,f1,f2,balanced_accuracy,mcc,tp,fp,tn,fn
0.2408750355243683,0.028747433264887063,0.8,0.4481819949445849,0.05550049554013875,0.12567324955116696,0.6240909974722925,0.06995652396512379,84,2838,2305,21
0.2409384846687317,0.02875727490585416,0.8,0.4483764339879448,0.05551883674818242,0.1257108650104759,0.6241882169939724,0.0700082673066229,84,2837,2306,21
0.24094729125499725,0.028767123287671233,0.8,0.44857087303130466,0.05553719008264463,0.12574850299401197,0.6242854365156524,0.07006001655933326,84,2836,2307,21
0.2411920130252838,0.02877697841726619,0.8,0.4487653120746646,0.05555555555555555,0.12578616352201258,0.6243826560373323,0.07011177174424874,84,2835,2308,21
0.24134039878845215,0.02878684030157642,0.8,0.4489597511180245,0.055573933178961296,0.12582384661473936,0.6244798755590123,0.07016353288236575,84,2834,2309,21
0.24136123061180115,0.028796708947548853,0.8,0.4491541901613844,0.05559232296492389,0.12586155229247828,0.6245770950806923,0.07021529999468329,84,2833,2310,21
0.24137604236602783,0.02880658436213992,0.8,0.44934862920474433,0.05561072492552135,0.12589928057553956,0.6246743146023722,0.07026707310220293,84,2832,2311,21
0.24140381813049316,0.02881646655231561,0.8,0.4495430682481042,0.05562913907284768,0.12593703148425786,0.6247715341240521,0.07031885222592893,84,2831,2312,21
0.24142681062221527,0.028826355525051476,0.8,0.4497375072914641,0.05564756541901292,0.1259748050389922,0.624868753645732,0.07037063738686825,84,2830,2313,21
0.2414611130952835,0.028836251287332648,0.8,0.44993194633482403,0.055666003976143144,0.126012601260126,0.624965973167412,0.07042242860603057,84,2829,2314,21
0.2414654940366745,0.028846153846153848,0.8,0.45012638537818395,0.05568445475638051,0.12605042016806722,0.6250631926890919,0.07047422590442837,84,2828,2315,21
0.24148809909820557,0.028856063208519408,0.8,0.45032082442154386,0.05570291777188329,0.12608826178324828,0.6251604122107719,0.07052602930307696,84,2827,2316,21
0.2415224015712738,0.0288659793814433,0.8,0.4505152634649037,0.05572139303482587,0.12612612612612611,0.6252576317324519,0.07057783882299454,84,2826,2317,21
0.24152715504169464,0.028875902371949123,0.8,0.45070970250826364,0.055739880557398806,0.12616401321718235,0.6253548512541318,0.0706296544852022,84,2825,2318,21
0.2416558712720871,0.02888583218707015,0.8,0.45090414155162356,0.05575838035180883,0.12620192307692307,0.6254520707758118,0.07068147631072405,84,2824,2319,21
0.24166132509708405,0.02889576883384933,0.8,0.4510985805949835,0.055776892430278883,0.12623985572587917,0.6255492902974917,0.07073330432058718,84,2823,2320,21
0.2416631132364273,0.028905712319339298,0.8,0.4512930196383434,0.055795416805048154,0.12627781118460613,0.6256465098191717,0.07078513853582172,84,2822,2321,21
0.24167007207870483,0.02891566265060241,0.8,0.4514874586817033,0.05581395348837209,0.12631578947368421,0.6257437293408517,0.07083697897746093,84,2821,2322,21
